name,img_url,type,thc_level,most_common_terpene,description,relaxed,happy,euphoric,uplifted,sleepy,dry_mouth,dry_eyes,dizzy,paranoid,anxious,stress,pain,depression,anxiety,insomnia,hungry,talkative,headache,ptsd,creative,energetic,fatigue,focused,giggly,lack_of_appetite,nausea,headaches,bipolar_disorder,cancer,tingly,cramps,aroused,gastrointestinal_disorder,inflammation,muscle_spasms,eye_pressure,migraines,asthma,anorexia,arthritis,add/adhd,muscular_dystrophy,hypertension,glaucoma,pms,seizures,spasticity,spinal_cord_injury,fibromyalgia,crohn's_disease,phantom_limb_pain,epilepsy,multiple_sclerosis,parkinson's,tourette's_syndrome,alzheimer's,hiv/aids,tinnitus,cis-Nerolidol,trans-Nerolidol,trans-Nerolidol 1,trans-Nerolidol 2,trans-Ocimene,3-Carene,Camphene,Caryophyllene Oxide,Eucalyptol,Geraniol,Guaiol,Isopulegol,Linalool,Ocimene,Terpinolene,alpha-Bisabolol,alpha-Humulene,alpha-Pinene,alpha-Terpinene,beta-Caryophyllene,beta-Myrcene,beta-Ocimene,beta-Pinene,delta-Limonene,gamma-Terpinene,p-Cymene,delta-9 THC-A,delta-9 THC,delta-8 THC,THC-A,THCV,CBN,CBD-A,CBD,CBDV,CBDV-A,delta-9 CBG-A,delta-9 CBG,CBC,Moisture Content
SFV OG,,Hybrid,20%,Myrcene,"SFV OG by Cali Connection is a sativa-dominant hybrid that is great for patients who need strong pain relief but don’t want to be stuck on the couch. As the name indicates, this OG Kush relative originates from California’s San Fernando Valley. Although their names are barely distinguishable, SFV OG Kush is actually the Afghani-crossed child to SFV OG. Leading with aromatic notes of earthy pine and lemon, its body effects take a little longer to feel than the initial head haziness.",52%,53%,45%,42%,0%,22%,12%,4%,3%,3%,30%,31%,23%,23%,0%,0%,0%,0%,0%,29%,0%,0%,0%,0%,0%,0%,13%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,,,,,,0.0,0.019,0.0,0.0,0.02,0.0,0.0,0.132,0.0,0.004,0.015,0.043,0.086,0.0,0.163,1.267,,0.153,1.015,0.0,0.0,,0.33,0.0,13.79,0.0,0.0,0.05,0.0,0.0,0.01,0.16,0.04,0.0,
Slurricane,,Indica,21%,Limonene,"Slurricane is an indica marijuana strain made by crossing Do-Si-Dos with Purple Punch. Slurricane produces relaxing effects that come on slowly. This strain has a sweet flavor profile, with subtle grape and sugary berries. Slurricane is the ideal strain for relaxing after a long day and will likely leave you locked to your sofa. Medical marijuana patients choose this strain to help relieve symptoms associated with insomnia.",67%,47%,36%,27%,33%,13%,10%,1%,0%,0%,10%,11%,0%,17%,10%,0%,0%,1%,7%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,,,,,,0.0,0.011,0.012,0.0,0.0,0.14,0.0,0.064,0.023,0.01,0.051,0.063,0.082,0.0,0.198,0.066,,0.089,0.328,0.0,0.0,,0.33,0.0,20.96,0.0,0.0,0.03,0.0,0.0,0.0,0.47,0.06,0.0,
Stardawg,,Hybrid,21%,Caryophyllene,"Stardawg, possibly named after the bright, sparkling crystal trichomes that blanket the strain like stars, is a hybrid cross between Chemdog 4 and Tres Dawg. Earthy pine with sour notes of diesel color Stardawg, whose uplifting effects may help patients treating stress, fatigue, and anxiety disorders. Stardawg flowers in 67 days indoors with moderate yields. ",52%,60%,47%,47%,0%,27%,12%,8%,2%,4%,24%,14%,22%,21%,0%,0%,0%,0%,0%,0%,0%,0%,32%,0%,12%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,,,,,,0.0,0.011,0.004,0.0,0.007,0.0,0.0,0.071,0.0,0.003,0.05,0.112,0.036,0.0,0.291,0.494,,0.075,0.27,0.0,0.0,,0.45,0.0,21.14,0.0,0.0,0.05,0.0,0.0,0.0,0.31,0.11,0.0,
Strawberry Cough,https://images.leafly.com/flower-images/strawberry-cough.png,Sativa,17%,Myrcene,"Known for its sweet smell of fresh strawberries and an expanding sensation that can make even the most seasoned consumer cough, Strawberry Cough is a potent sativa marijuana strain with mysterious genetic origins. However, Strawberry Cough is thought to be a cross of Strawberry Fields. The skunky, berry flavors will capture your senses while the cerebral, uplifting effects provide an aura of euphoria that is sure to leave a smile on your face. Strawberry Cough is a great solution in times of elevated stress. ",35%,55%,46%,50%,0%,24%,13%,5%,4%,0%,33%,18%,25%,29%,0%,0%,0%,3%,0%,0%,37%,11%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,,,,,,0.0,0.006,0.013,0.0,0.0,0.061,0.0,0.081,0.034,0.0,0.006,0.087,0.019,0.0,0.161,1.011,,0.052,0.119,0.0,0.0,,1.01,0.01,17.43,0.04,0.0,0.07,0.0,0.0,0.0,0.66,0.04,0.01,
Gushers,,Hybrid,23%,Limonene,"Gushers is a hybrid marijuana strain and a member of the Cookies family with Gelato #41 and Triangle Kush parents. People who like it are also going to like Runtz and Zkittlez. Gushers is a high-THC, low-CBD cultivar, and has strong, euphoric effects that can initially feel enervating, then sedating. Named for its explosively thick fruit flavor, it's available as flower or extract. Growers of all skill levels and grow it indoors, outdoors, and in greenhouses. Gushers came from a group of growers affiliated with the Cookie Fam on the West Coast in the '10s, but it can be found worldwide. People consume Gushers for pleasure, wellness, and medical symptom management including pain, nausea, and insomnia.",38%,32%,24%,18%,0%,2%,0%,4%,0%,2%,20%,16%,18%,14%,10%,0%,0%,0%,0%,0%,0%,0%,14%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,,,,,,0.0,0.014,0.011,0.0,0.003,0.013,0.0,0.161,0.029,0.017,0.064,0.081,0.054,0.0,0.298,0.058,,0.097,0.467,0.0,0.0,,0.69,0.0,23.53,0.0,0.0,0.06,0.0,0.0,0.0,1.29,0.06,0.0,
Biscotti,,Hybrid,21%,Caryophyllene,"Coming from the Cookies Fam is Biscotti, bred by crossing Gelato #25 with South Florida OG. Biscotti puts out dense nuggets that are small but drenched in trichomes, making for beautiful buds. Biscotti has a nice dark green color alongside purple hues and rich orange pistils. Reviews of the strain suggest it puts out a sweet delicious cookies and gas terpene profile alongside a high that leaves you buzzing from head-to-toe.",55%,44%,30%,24%,0%,10%,3%,2%,1%,3%,9%,7%,7%,8%,7%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,21%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,,,,,,0.0,0.008,0.008,0.0,0.0,0.0,0.0,0.171,0.0,0.003,0.13,0.14,0.029,0.0,0.536,0.072,,0.056,0.325,0.0,0.0,,1.56,0.0,23.01,0.0,0.0,0.06,0.0,0.0,0.0,2.05,0.09,0.0,
Trainwreck,https://images.leafly.com/flower-images/trainwreck.png,Hybrid,17%,Myrcene,"Trainwreck is a mind-bending, potent sativa with effects that hit like a freight train. Mexican and Thai sativas were bred with Afghani indicas to produce this Northern California staple, passing on a sweet lemon and spicy pine aroma. Trainwreck begins its speedy hurtle through the mind with a surge of euphoria, awakening creativity and happiness. Migraines, pain, and arthritis are mowed down by Trainwreck’s high-THC content, and many patients also use it for relief of anxiety, ADD/ADHD, and PTSD. Trainwreck flowers tend to finish early when growing outdoors, while indoor gardens are ready for harvest after 8 weeks.",37%,50%,55%,46%,0%,31%,19%,10%,10%,0%,36%,25%,24%,28%,13%,0%,0%,4%,0%,32%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,,,,,,0.0,0.0,0.234,0.0,0.0,0.018,0.0,0.296,0.0,0.0,0.39,6.922,0.346,0.0,3.287,0.103,,0.0,0.012,0.0,0.0,,44.82,0.0,6.32,0.42,2.24,0.06,0.12,0.0,0.0,0.2,0.96,0.73,
Mendo Breath,,Indica,19%,Caryophyllene,"Mendo Breath is an indica marijuana strain made by crossing OGKB with Mendo Montage. This strain produces a euphoric high with powerful body effects that help relieve pain and discomfort. Mendo Breath smells like sweet vanilla and caramel. While it may be tempting to smoke this strain during the day, its important to save it for after work or before bed. Growers say Mendo Breath comes in dense, frosty buds and has an average flowering time of 60 days.",75%,51%,43%,28%,45%,22%,8%,4%,2%,3%,33%,30%,19%,29%,22%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,,,,,,0.0,0.011,0.011,0.001,0.005,0.007,0.0,0.124,0.028,0.009,0.121,0.123,0.057,0.0,0.435,0.187,,0.083,0.467,0.0,0.0,,0.61,0.0,20.39,0.0,0.0,0.06,0.0,0.0,0.0,0.78,0.2,0.0,
Cookies and Cream,https://images.leafly.com/flower-images/WYY8ukOLRAuW8pdX2fVr_COOKIES%20&%20CREAM-181-edited.jpg,Hybrid,21%,Caryophyllene,"Bred by Exotic Genetix, Cookies and Cream is a hybrid cross between Starfighter and an undisclosed GSC phenotype. This sweet-tasting variety provides long-lasting relief for patients treating symptoms throughout the day, but high doses can induce an early night’s sleep. Cookies and Cream took first place in the hybrid category of the 2014 Denver Cannabis Cup.",64%,60%,49%,45%,0%,21%,11%,5%,1%,4%,28%,19%,24%,23%,17%,0%,0%,0%,0%,27%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,,,,,,0.0,0.018,0.0,0.0,0.0,0.0,0.0,0.045,0.0,0.0,0.0,0.103,0.054,0.0,0.282,0.148,,0.097,0.435,0.0,0.0,,0.82,0.0,26.17,0.0,0.0,0.02,0.0,0.0,0.0,1.5,0.06,0.0,
Blueberry,https://images.leafly.com/flower-images/blueberry.jpg,Indica,17%,Myrcene,"Blueberry is an indica marijuana strain made by crossing Purple Thai with Thai. A true A-List cannabis strain, Blueberry’s legendary status soared to new heights after claiming the High Times’ Cannabis Cup 2000 for Best indica. The long history of the strain goes back to the late 1970s when American breeder DJ Short was working with a variety of exotic landrace strains. However, throughout the decades of Blueberry’s cultivation, the genetics have been passed around, due in large part to DJ Short working with multiple seed banks and breeders. The sweet flavors of fresh blueberries combine with relaxing effects to produce a long-lasting sense of euphoria. Many consumers utilize Blueberry to help contend with pain and stress, while connoisseurs and growers admire the strain for its colorful hues and high THC content.",60%,53%,44%,30%,37%,28%,17%,6%,4%,0%,37%,30%,22%,27%,23%,0%,0%,3%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,,,,,,0.0,0.006,0.15,0.005,0.003,0.096,0.0,0.153,0.022,0.036,0.204,0.329,0.42,0.0,0.904,0.45,,0.239,0.214,0.003,0.0,,2.32,0.0,72.18,0.0,0.0,0.18,0.0,0.0,0.0,2.24,0.14,0.0,
AK-47,,Hybrid,16%,Myrcene,"Don't let its intense name fool you: AK-47 will leave you relaxed and mellow. This sativa-dominant hybrid strain mixes Colombian, Mexican, Thai, and Afghani varieties, bringing together a complex blend of flavors and effects. AK-47 may deliver a steady and long-lasting cerebral buzz that will keep you mentally alert and engaged in creative or social activities. While its scent is sour and earthy, its sweet, floral notes can only be fully realized in the taste. ",42%,56%,46%,45%,0%,38%,23%,9%,8%,0%,38%,25%,24%,27%,16%,0%,0%,5%,0%,33%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,,,,,,0.0,0.014,0.012,0.0,0.0,0.0,0.0,0.056,0.052,0.051,0.024,0.097,0.387,0.0,0.221,0.722,,0.14,0.229,0.0,0.0,,,,,,,,,,,,,,
Blue Cookies,,Hybrid,19%,Myrcene,"Blue Cookies is an indica-dominant hybrid cross between two celebrity strains, Girl Scout Cookies and Blueberry. As the child of these heavyweight champion strains, Blue Cookies delivers a crushing blow of euphoria straight to the head, where it swiftly sinks down to relax the entire body. Sweet berry flavors fuse with earthy cherry notes in a flavor profile as enticing as the bud’s thick coat of frosty resin that stretches over twisting hues of green and purple. Novice consumers should approach Blue Cookies with modesty, but this strain’s potency is perfect for hard-to-impress veterans. You may also come across another variation of Blue Cookies, a select Girl Scout Cookies phenotype that lacks the Blueberry genetics.",74%,61%,57%,41%,28%,21%,11%,3%,2%,1%,34%,24%,27%,29%,20%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,,,,,,0.0,0.013,0.0,0.0,0.0,0.0,0.0,0.105,0.0,0.0,0.0,0.166,0.05,0.0,0.451,0.341,,0.083,0.545,0.0,0.0,,0.54,0.0,27.97,0.0,0.0,0.07,0.0,0.0,0.0,1.5,0.07,0.01,
Zookies,,Hybrid,19%,Caryophyllene,"Zookies is a hyrbid marijuana strain made by crosssing Animals Cookies and Original Glue. The result is a level-headed strain that is as delicious as it is potent. This strain has a unique terpene profile, aroma, and flavor of sweet nutty cookies with a hint of diesel. Zookies is a great choice for someone looking for a strong high without getting stuck in the couch.",69%,56%,41%,45%,0%,7%,5%,3%,0%,3%,19%,15%,13%,24%,0%,0%,0%,1%,0%,0%,0%,0%,43%,0%,14%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,,,,,,0.0,0.0,0.022,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.093,0.239,0.023,0.0,0.774,0.0,,0.045,0.317,0.0,0.0,,0.7,0.0,21.09,0.0,0.0,0.02,0.0,0.0,0.0,0.39,0.03,0.02,
Super Lemon Haze,https://images.leafly.com/flower-images/super-lemon-haze.jpg,Sativa,18%,Terpinolene,"Super Lemon Haze is a sativa-dominant hybrid of Lemon Skunk and Super Silver Haze and two time Cannabis Cup winner from Green House Seeds. Super Lemon Haze is a kief-caked multi-colored wonder. As the name states this strain has real lemony characteristics. The smell is zesty, citrusy, and a little sweet. As for the taste, it's everything one would expect from the namesake; tart and sweet like lemonheads candy - not quite as sharp as one might expect. The effects are uniquely energetic and lively, may not be the best strain for those of us that are naturally wound-up tight.",0%,53%,46%,51%,0%,27%,16%,6%,7%,5%,32%,17%,25%,23%,0%,0%,0%,0%,0%,39%,51%,14%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,,,,,,0.06,0.0,0.021,0.01,0.0,0.031,0.0,0.054,0.205,0.746,0.0,0.189,0.073,0.057,0.458,0.171,,0.102,0.125,0.048,0.0,,1.28,0.0,20.03,0.02,0.0,0.08,0.04,0.01,0.0,1.8,0.11,0.0,
Grease Monkey,,Hybrid,21%,Caryophyllene,"Grease Monkey is a sweet hybrid marijuana strain with earthy and skunky overtones. Created by Exotic Genetix, Grease Monkey is a cross of GG4 x Cookies and Cream. This strain saddles the consumer with a lazy, munchie-fueled body buzz that may soften the blow of chronic pain, nausea, and stress. While defined as a hybrid, this Grease Monkey’s deep relaxation will naturally lead some consumers toward sleep, so mind your dosage.",73%,49%,50%,32%,39%,20%,9%,3%,1%,3%,27%,23%,18%,21%,16%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,,,,,,0.0,0.016,0.014,0.0,0.0,0.0,0.0,0.061,0.071,0.033,0.001,0.166,0.334,0.0,0.328,0.802,,0.139,0.275,0.0,0.0,,,,,,,,,,,,,,
Forbidden Fruit,,Indica,14%,Caryophyllene,"Forbidden Fruit is the mouthwatering cross of Cherry Pie x Tangie. This sumptuous genetic cross expresses a beautiful dense bud structure with deep purple hues, dark green foliage, and wiry orange hairs. The terpene profile is a perfect mixture of Cherry Pie’s musky, sweet cherry undertones and Tangie’s loud tropical flavors. There are also notes of pine, mango, and passionfruit candy. The indica effects hit hard between the eyes and lay into the body with each hit. Forbidden Fruit’s deep physical relaxation and mental stoniness make it perfect for dulling minor physical discomfort and discarding stress. ",67%,48%,40%,28%,31%,13%,8%,1%,1%,0%,25%,19%,17%,21%,16%,0%,0%,1%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,,,,,,0.0,0.004,0.006,0.0,0.003,0.085,0.0,0.155,0.0,0.004,0.034,0.06,0.016,0.0,0.2,0.633,,0.033,0.187,0.0,0.0,,0.29,0.0,19.43,0.0,0.0,0.06,0.0,0.0,0.0,0.6,0.09,0.0,
Animal Cookies,https://images.leafly.com/flower-images/xpdL6Nq9SGu0zjD2aNQf_ANIMAL%20COOKIES-337-edited.jpg,Hybrid,18%,Caryophyllene,"Animal Cookies is a hybrid marijuana strain made by crossing two legendary strains, GSC and Fire OG. This clone-only strain flowers in 9-10 weeks and grows dense, frosty green buds tipped with purple. True to its name, Animal Cookies has a sweet, sour aroma with heavy full-body effects that will impress any veteran consumer. This potent medicine might be overkill for mild symptoms, but its ability to obliterate severe pain and insomnia is unprecedented.",68%,54%,47%,38%,29%,23%,11%,3%,4%,4%,31%,28%,22%,24%,20%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.073,0.0,0.0,0.034,0.329,0.016,0.0,0.89,0.226,,0.031,0.198,0.0,0.0,,1.25,0.0,24.15,0.0,0.0,0.06,0.0,0.0,0.0,2.09,0.07,0.01,
Grape Ape,https://images.leafly.com/flower-images/grape-ape.jpg,Indica,17%,Myrcene,"Grape Ape, propagated by Apothecary Genetics and Barney’s Farm, is a mostly indica strain that crosses Mendocino Purps, Skunk, and Afghani. Named for its distinct grape-like smell, this indica is known for providing carefree relaxation that can help soothe pain, stress, and anxiety. Its dense, compact buds are wreathed in deep purple leaves which darken as this indica reaches full maturation following its 7 to 8 week flowering time.",57%,46%,41%,26%,41%,27%,16%,5%,4%,0%,36%,38%,19%,31%,29%,0%,0%,3%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,,,,,,0.0,0.007,0.006,0.0,0.0,0.125,0.0,0.009,0.0,0.004,0.122,0.05,0.018,0.0,0.159,0.68,,0.036,0.19,0.0,0.0,,0.27,0.01,18.13,0.04,0.0,0.08,0.0,0.0,0.01,1.19,0.06,0.0,
Strawberry Banana,,Hybrid,21%,Limonene,"Strawberry Banana, sometimes known as Strawnana for short, is an indica marijuana strain developed by DNA Genetics in collaboration with Serious Seeds. A genetic cross of Crockett’s Banana Kush and the “Strawberry” phenotype of Bubble Gum, Strawberry Banana inherited a sweet, fruity flavor, hence the name. Known for its heavy resin production and high-THC content, Strawberry Banana produces happy, peaceful effects that sharpen creativity and sensory awareness.",56%,51%,41%,34%,0%,17%,11%,3%,2%,3%,23%,14%,16%,18%,12%,20%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,,,,,,0.0,0.025,0.018,0.0,0.0,0.0,0.0,0.0,0.128,0.045,0.0,0.096,0.102,0.0,0.229,0.184,,0.124,0.439,0.0,0.0,,0.14,0.0,20.81,0.0,0.0,0.08,0.0,0.0,0.0,0.69,0.27,0.0,
Candyland,https://images.leafly.com/flower-images/candyland.jpg,Sativa,18%,Caryophyllene,"Candyland is a sativa marijuana strain bred from Granddaddy Purple and Bay Platinum Cookies. Golden hairs weave through Candyland’s thick coat of sugar-like trichomes and highlight the compact, camouflage-colored buds. This strain grows well indoors and out, and patients turn to Candyland when trying to moderate pain, muscle tension, and sour moods. Candyland offers uplifting and stimulating effects, making it a perfect strain for social gatherings or creative pastimes.",44%,61%,49%,53%,0%,19%,12%,3%,2%,4%,29%,18%,27%,20%,0%,0%,0%,0%,0%,0%,41%,15%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,,,,,,0.0,0.007,0.15,0.0,0.0,0.045,0.0,0.142,0.026,0.016,0.185,0.255,0.164,0.0,0.833,0.249,,0.128,0.235,0.0,0.0,,1.71,0.02,77.23,0.0,0.0,0.18,0.0,0.0,0.0,2.83,0.25,0.04,
Gelato #33,,Hybrid,19%,Limonene,"Gelato 33 is a hybrid marijuana strain made by crossing Sunset Sherbet and Thin Mint GSC. Since its birth, a number of phenotypes have been released, all with their own unique attributes. One of them is Gelato #33, a balanced hybrid with compact buds, staying true to its Cookie genetics. Like other Gelato phenotypes, Gelato #33 is covered with fiery orange hairs while its buds can be dark green to purple. With sweet citrus and fruity flavors, Gelato #33 offers an uplifting and energetic high that is perfect for any post-work activity after a long day.",56%,62%,50%,53%,0%,13%,10%,5%,0%,2%,21%,13%,18%,22%,0%,0%,0%,2%,0%,0%,0%,0%,34%,0%,0%,0%,8%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,,,,,,0.0,0.026,0.02,0.0,0.009,0.007,0.0,0.487,0.107,0.007,0.013,0.277,0.176,0.0,1.051,0.209,,0.191,1.006,0.002,0.0,,0.73,0.0,17.96,0.0,0.0,0.05,0.0,0.0,0.0,0.07,0.06,0.0,
Super Silver Haze,https://images.leafly.com/flower-images/super-silver-haze.png,Sativa,18%,Myrcene,"Super Silver Haze is a sativa marijuana strain bred by Green House Seeds. It was the first prize winner at the High Times Cannabis Cup in 1997, 1998, and 1999. Super Silver Haze is made by crossing Skunk, Northern Lights, and Haze creates a beautiful, sticky strain that boasts an energetic, long-lasting body high. The uplifting effects are a great for high stress levels or when suffering from a lack of appetite or nausea.",0%,58%,53%,57%,0%,28%,17%,8%,8%,4%,37%,21%,27%,28%,0%,0%,0%,0%,0%,41%,48%,14%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,,,,,,0.0,0.011,0.01,0.0,0.0,0.0,0.0,0.144,0.0,0.011,0.007,0.095,0.03,0.0,0.293,0.93,,0.053,0.276,0.0,0.0,,0.35,0.0,20.52,0.02,0.0,0.09,0.0,0.0,0.0,1.18,0.14,0.02,
White Fire OG,https://images.leafly.com/flower-images/flMvWRExSXSewuwawFG6_WHITE%20FIRE-358-edited.jpg,Hybrid,21%,Limonene,"White Fire OG (also known as WiFi OG or simply WiFi) is a hybrid marijuana strain known for its uplifting and cerebral effects. White Fire OG is made by crossing Fire OG and The White. This strain features notable aromas that are sour and earthy. Consumers say that White Fire OG is ideal for social and cretive activities without leaving you drowsy. One Leafly user notes ""WiFi OG is probably my number one strain. It helps massively with my anxiety. It's a very energetic and bubbly high for me."" Medical marijuana patients choose this strain to treat anxiety, depression, cancer, glaucoma, pain and appetite loss. The appearance of this strain resembles a dusty snowfall of crystals. According to growers, many phenotypes of White Fire OG exist, some with dense, barrel-like buds and others with pointed, conic formations. Growers of White Fire OG can raise their high-yielding plants indoor or outdoors with a 65-day flowering period.",48%,57%,49%,50%,0%,23%,12%,3%,3%,5%,29%,24%,27%,26%,0%,0%,0%,0%,0%,36%,0%,13%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,,,,,,0.0,0.011,0.012,0.0,0.006,0.003,0.0,0.144,0.0,0.011,0.061,0.102,0.04,0.0,0.32,0.569,,0.081,0.371,0.0,0.0,,1.15,0.0,20.66,0.0,0.0,0.05,0.0,0.0,0.0,0.62,0.12,0.0,
